286	9
691	132
370	0
264	1
602	148
202	556
234	125
127	124
170	606
248	765
28	875
609	373
428	626
94	334
398	629
822	93
372	196
4	5
4	964
252	4
453	4
4	834
487	5
5	524
501	780
835	5
312	136
89	488
603	31
6	667
308	8
8	130
485	229
175	202
289	560
10	178
934	840
1	554
2	408
73	27
823	898
353	448
327	9
11	17
657	155
379	789
685	996
48	2
3	101
4	510
49	172
0	17
164	17
518	169
186	214
455	4
59	664
315	809
180	18
0	18
776	1
2	54
700	465
4	889
535	942
59	19
77	2
473	3
183	771
444	273
25	6
420	1
111	658
4	20
5	354
11	461
282	126
170	18
69	262
510	248
180	0
1	11
463	754
3	755
260	978
8	22
10	423
938	11
17	396
698	18
0	22
1	326
17	124
18	634
59	214
200	251
403	23
894	92
2	23
699	885
22	921
706	933
769	46
913	818
75	457
969	186
866	11
65	656
148	19
626	173
60	25
24	561
515	23
494	26
126	153
22	915
420	264
24	288
423	667
0	26
21	27
22	27
952	125
24	750
25	27
26	139
536	130
167	17
390	289
413	771
869	28
243	25
171	678
27	890
180	11
14	156
17	281
551	18
911	344
653	540
24	518
882	468
907	458
2	304
636	814
26	761
447	27
997	622
26	995
749	11
440	67
703	206
202	102
181	50
601	539
0	275
582	827
881	158
9	32
263	451
87	467
32	695
7	33
11	551
17	431
277	107
23	33
138	24
334	118
119	832
119	319
170	578
758	74
183	34
24	148
387	764
32	574
83	770
890	23
343	827
336	114
242	26
990	27
15	130
618	259
318	962
23	36
477	819
871	93
528	438
529	23
741	6
411	11
74	242
25	37
47	356
413	27
0	96
342	27
11	113
937	20
5	836
0	38
24	339
33	450
75	39
38	151
145	0
1	39
4	59
675	961
265	33
991	184
35	89
189	685
193	20
101	550
474	367
962	207
743	237
599	425
494	2
812	814
594	273
120	280
133	540
33	42
5	453
345	527
524	1
553	50
17	469
38	167
92	0
1	461
2	496
721	90
933	584
23	43
17	44
553	44
50	188
516	21
18	276
19	146
422	143
682	617
902	324
832	45
25	45
161	685
27	972
28	624
18	89
22	494
23	295
504	46
502	25
326	866
616	24
532	624
332	597
22	337
230	725
977	335
571	70
142	809
18	679
927	530
23	414
98	977
851	25
731	267
491	824
757	615
302	407
551	712
823	259
322	22
628	316
28	962
44	50
0	50
390	11
732	237
591	329
145	77
22	50
26	50
995	1
109	674
18	377
22	51
174	145
776	472
396	938
98	195
192	593
0	65
0	87
4	693
489	472
611	535
1	89
5	591
989	2
916	53
22	53
729	191
0	520
290	411
356	166
375	93
857	568
614	27
58	147
509	148
448	186
866	39
50	356
586	951
315	1
570	383
469	898
703	44
47	56
130	555
932	148
633	44
189	148
18	57
68	151
356	57
24	681
962	125
26	57
436	435
