0	9
0	3
0	4
1	3
1	4
1	5
2	3
2	4
2	5
2	6
2	9
2	10
2	11
2	12
2	13
3	14
3	7
4	5
4	6
4	7
4	8
4	13
5	6
5	7
5	8
5	9
5	12
6	8
6	10
6	13
8	19
8	12
8	14
9	10
10	11
10	14
0	15
1	15
2	15
3	15
4	15
5	15
6	15
11	17
14	16
0	16
1	16
2	16
3	16
4	16
7	17
0	17
1	17
2	605
3	17
4	17
5	17
15	18
17	18
0	18
1	18
2	18
3	18
4	18
0	19
1	19
2	19
3	19
4	19
5	19
6	19
1	20
2	20
4	20
5	20
11	20
16	20
18	20
19	21
20	21
0	21
1	21
2	21
3	21
4	21
8	22
10	22
11	22
17	22
18	22
0	22
1	22
17	23
18	23
19	23
294	22
0	23
1	23
2	23
17	24
22	921
23	24
465	24
1	24
2	24
3	24
11	25
17	25
19	25
22	25
23	25
24	25
0	25
18	26
21	26
22	26
23	26
24	26
25	26
0	26
21	27
22	27
23	27
24	27
25	27
26	27
0	108
17	28
22	79
23	28
24	28
25	28
26	28
27	28
11	29
14	29
17	29
18	29
22	29
23	29
24	29
22	30
23	30
24	30
25	30
26	761
27	30
28	30
26	31
27	31
30	31
1	31
7	31
10	31
16	674
0	32
1	32
4	32
9	32
16	32
17	32
22	32
7	33
11	33
17	33
22	33
23	33
24	33
25	33
0	34
1	34
7	484
18	34
22	34
23	34
24	34
20	35
22	35
23	35
24	35
25	35
26	35
990	27
15	36
20	36
381	36
23	36
477	24
25	36
26	36
18	37
22	37
23	37
24	37
25	37
674	26
27	37
0	38
1	38
11	38
20	38
22	38
23	38
24	38
33	39
36	39
38	39
0	39
1	39
4	39
5	39
33	40
34	125
35	89
11	40
20	40
22	40
23	40
0	41
5	41
17	41
22	41
23	41
24	41
25	41
26	42
33	42
35	411
39	42
1	42
16	42
17	42
38	43
0	43
1	43
2	43
10	43
22	43
23	43
17	44
18	44
20	44
21	44
22	44
23	146
24	44
22	45
902	23
832	45
25	45
26	45
27	45
28	45
18	46
22	46
23	46
24	46
111	25
26	46
27	46
17	47
21	47
22	47
23	47
24	47
25	47
26	47
18	48
22	48
23	48
24	48
25	48
26	48
27	48
6	49
10	49
800	49
17	49
22	49
23	488
24	49
44	50
0	50
5	50
16	50
18	50
20	50
22	50
50	51
1	51
4	51
18	51
22	51
23	51
24	51
38	52
44	52
50	52
51	52
0	52
4	52
5	52
48	53
1	53
5	53
765	53
20	53
22	53
23	53
0	54
18	54
958	54
23	54
24	54
25	54
26	54
35	10
38	55
39	55
50	55
0	55
1	55
3	55
38	56
44	56
47	56
0	56
1	56
2	56
9	56
18	57
22	57
23	57
24	57
25	57
26	57
27	57
20	58
22	58
23	58
24	58
25	58
26	58
27	58
44	11
53	59
56	59
0	59
18	59
22	161
23	59
44	60
505	60
11	60
20	60
22	60
23	60
24	60
22	61
23	61
24	61
25	61
26	61
27	61
28	61
22	62
23	62
24	62
25	62
26	62
27	62
28	62
47	63
59	63
259	0
1	63
18	63
22	63
23	63
20	64
22	64
23	64
24	64
25	64
26	64
27	64
62	65
63	65
0	65
5	65
7	65
11	918
565	12
39	66
44	66
50	66
54	66
60	66
64	66
0	66
50	67
57	67
896	67
0	67
1	67
2	67
5	67
422	28
30	68
34	68
40	68
41	68
44	352
54	68
38	69
42	69
45	69
48	69
50	69
59	69
63	69
625	70
18	70
20	70
22	70
23	70
24	70
25	70
5	71
268	71
22	71
23	71
24	71
25	71
26	71
35	72
47	72
53	72
5	72
11	72
22	72
23	72
0	73
8	73
17	73
22	73
23	73
24	73
25	73
47	74
50	74
53	74
57	74
6	74
17	74
18	74
22	75
792	23
24	75
25	75
26	75
27	75
28	75
35	76
38	76
50	76
55	76
60	76
0	76
1	76
66	77
74	77
75	77
0	77
3	77
